Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998934909.6,1158813261,1322887229,1294100372,874385036.4,1138452394,1284418737,1379716570,1794160917,2313668876,2792101416,3200625766,4115354163,5639609988,4879885594,6292333762,7819332459,8112766154,8666459465,8580818134,6772423573,6954652827,8280069517,9713352893,10109767045,9857738315
Madagascar,574593826.5,584859255.7,608902449.4,636757731.7,669466179.6,702620267.2,737208400.6,759132873.9,814705662.1,832081855.9,882902928.3,966190849.8,1094547758,1376819138,1626430130,1964753888,1811230459,1993298352,2280803043,3028798470,2054503488,2410475965,3019237404,3024788396,2324417854,2634475482,2963352617,1994959444,2355420416,1531408766,2351021164,2003791783,2030560783,2249056101,2080054823,3191704291,4034155055,3408065113,3312300208,3205376064,3487054679,3780391871,4318042970,4795581634,3543142120,4396978198,4473355309,5589027030,7091448074,6917374534,7385475996,8499314511,8558454022,9648591196,9156151607,8300556074,8474399373,9435451850,9860424189,9942043340,9652473422
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358352188,1688044617,1928112230,2236628323,2493762507,2595826290,
Middle East & North Africa,,,,,,,,,,,30216978336,33091985626,38402885649,46960570614,61856487410,81320591567,92101715432,1.20479E+11,1.39752E+11,1.72416E+11,2.0463E+11,2.29176E+11,2.65597E+11,2.95892E+11,3.11154E+11,3.32555E+11,3.71259E+11,3.21293E+11,3.27793E+11,3.44904E+11,3.96025E+11,2.94336E+11,3.14192E+11,3.34477E+11,3.47086E+11,3.89543E+11,4.26587E+11,4.46606E+11,4.59409E+11,4.61823E+11,4.69143E+11,4.80367E+11,4.75789E+11,5.07945E+11,5.74147E+11,6.37077E+11,7.3243E+11,8.94862E+11,1.07666E+12,1.09337E+12,1.17289E+12,1.30895E+12,1.44323E+12,1.45267E+12,1.53464E+12,1.52185E+12,1.5781E+12,1.57784E+12,1.57467E+12,1.62691E+12,1.60022E+12
Mexico,10068640000,10885520000,11727040000,12670792000,15009512000,15972960000,17807200000,19457200000,21756560000,23704960000,25561744000,28702520000,32445312000,38959128000,50267528000,60473880000,60607811688,54251615044,67711982456,86661364035,1.26468E+11,1.61018E+11,1.07023E+11,90605295587,1.10786E+11,1.19015E+11,88605565544,92343323901,1.2387E+11,1.53527E+11,1.82791E+11,2.21693E+11,2.61114E+11,3.4744E+11,3.62253E+11,2.38463E+11,2.7483E+11,3.3375E+11,3.51025E+11,4.03817E+11,4.80939E+11,5.21371E+11,5.37865E+11,5.12192E+11,5.34445E+11,6.02194E+11,6.5608E+11,7.07049E+11,7.42945E+11,5.92487E+11,6.91267E+11,7.65036E+11,7.774E+11,8.47107E+11,8.66298E+11,7.66542E+11,7.06651E+11,7.55832E+11,7.91607E+11,8.23279E+11,6.85254E+11
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105280700,111769100,111170400,120485200,125285100,119819300,122652600,131527800,137097400,145750800,142065200,140974600,146195000,160561000,162727300,,
Middle income,2.06548E+11,2.12763E+11,2.25027E+11,2.36023E+11,2.63121E+11,2.79678E+11,2.83581E+11,3.03217E+11,3.19109E+11,3.46454E+11,3.70127E+11,4.04373E+11,4.50861E+11,5.57058E+11,6.95993E+11,7.54645E+11,8.10582E+11,9.15558E+11,1.00212E+12,1.17867E+12,1.38999E+12,1.53709E+12,1.54135E+12,1.51119E+12,1.58252E+12,1.65468E+12,1.73054E+12,1.74001E+12,1.87038E+12,1.88454E+12,2.19136E+12,2.2817E+12,2.23927E+12,2.4044E+12,2.64E+12,2.94583E+12,3.24034E+12,3.43209E+12,3.3408E+12,3.24539E+12,3.47081E+12,3.5059E+12,3.54023E+12,3.92594E+12,4.51835E+12,5.31222E+12,6.12712E+12,7.51254E+12,8.78622E+12,8.64109E+12,1.02613E+13,1.21168E+13,1.29137E+13,1.38299E+13,1.43471E+13,1.369E+13,1.38881E+13,1.51436E+13,1.57955E+13,1.63678E+13,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996855124,3063617347,1619583775,1823817888,2559976905,3133364829,3444488722,3191389558,3181402930,3219319859,2847457884,2666887125,3089896493,3946187845,4603683465,5018482451,5425066612,6449217352,7790850454,7218965517,7110309944,7756726204,7199415449,7761099138,7930900086,6933297297,7147171844,7538536139,8350053045,8237986824,8140993904
Mali,,,,,,,,227731688.4,269344130.2,264345438.9,281619840.7,310392179.2,383079061.6,480736615.3,547758326.3,765894198.6,815616646.1,837912114,1104486955,1403115607,2013383075,1777560618,1538862701,1507440510,1452573909,1314463821,1583906370,1622667346,1767774310,1632407849,2106569208,2327134713,2375019471,2446503031,1789296236,2326496894,2343754878,2083451590,2018675003,2647520209,2276561545,2500257385,2757098157,3333370956,3865279953,4586879981,4810956814,5752401053,7190840807,7207385857,7760075247,9089378727,8801548429,10426714255,11364137806,10276726594,10754363442,11657475062,12762949808,12782776915,13267712316
Malta,,,,,,,,,,,199113641,207165137.6,236728847.9,274327202.9,311855774.6,346427535.4,358665555.9,458655281.1,543261000.3,645587065.9,824391747.5,811731238.9,833335104.2,796752506.7,773583294.5,797951592.2,981548066.4,1141857356,1315899831,1371599162,1628952857,1718447410,1871594427,1648505222,1807316824,2288759606,2441059909,2389441219,2504135264,2612393564,2580396531,2633069732,2717165330,3325511210,3854044345,4126974754,4379730523,4919592664,5442871832,5321727008,5295336603,5903603981,5625129128,6061623190,6259648067,5435434151,5641168739,6013312511,6873916086,6949453288,6631294941
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29100821549,27630404945,25628548228,27840591674,27453199057,33287971125,34275414833,37479116482,35795539216,,
Middle East & North Africa (excluding high income),,,,,,13383284412,13886372254,14906429496,15828944771,17711093888,19999171860,22687565406,25952412727,31320476714,39571143176,53600181455,58962870425,73347875692,83929630471,99954471989,1.18718E+11,1.31041E+11,1.52816E+11,1.77014E+11,1.93063E+11,2.12292E+11,2.49723E+11,2.03359E+11,2.01325E+11,2.127E+11,2.47699E+11,1.39605E+11,1.53005E+11,1.63638E+11,1.67551E+11,1.92374E+11,2.15226E+11,2.30373E+11,2.42934E+11,2.4325E+11,2.4053E+11,2.48E+11,2.36269E+11,2.52792E+11,2.8565E+11,3.19275E+11,3.66563E+11,4.52712E+11,5.41481E+11,6.05994E+11,6.6656E+11,7.55342E+11,8.75209E+11,8.28286E+11,8.59028E+11,8.47233E+11,8.71392E+11,8.19644E+11,7.66341E+11,7.9107E+11,7.9427E+11
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688732797.6,869392799.6,1039249221,1267074522,1516142290,1576857356,2554113662,3242734739,4086841951,3408969158,3390168368,3706940423,3382204805,3617622526,3686523183,3209782536,3359604826,3632542928,4044168635,3956117555,3802053561
Mongolia,,,,,,,,,,,,,,,,,,,,,,1208968267,1157667167,1537248600,1170169725,1212821900,1743009267,1958027100,2090430800,1929259700,1302120000,1309126316,636199530.5,342152885.6,375668492,777879226.9,787118232.4,637706173.5,658046119.5,618392590.8,853894599.4,958320052.5,1077039992,1118687947,1291772441,1392331325,1614944965,2058509289,3162111308,2678591537,3969815208,5359604598,6517483316,7020658397,6924120654,6938589994,6134925351,6116205521,7117905470,7650298388,7532045920
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459000000,470000000,477000000,425000000,474000000,480000000,504000000,431000000,442000000,446000000,460000000,490000000,525000000,529000000,571000000,654000000,677000000,688000000,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316886790,2442302750,2411514997,2374219240,2657249648,3546041315,3987126616,4173138615,4163141236,4024065107,3440128504,4321826683,4828969965,5674783161,6390345440,6583586139,7511873016,9037145671,8907673261,8213797180,10355371441,12127121743,12257128441,12325306643,10300481216,7828601785,8556058373,9735746082,10204256810,
Mauritania,,,,,,,90996295.45,104048833.1,119687722.1,116457226.1,125615409.2,132512012.3,164481223.6,278689652.3,395716622.6,410791041.8,464659764.6,486597678.7,473002091.9,581341650.9,577198113.4,634645730.9,821719899.9,784269311.2,735419603.7,607800872.3,783006198.8,823358601.6,809685089.5,865161908,985923348.7,1386610866,1582364404,1468416916,857316220.9,1492482500,1692048105,1752850171,1461849652,1434377168,1351815824,1339086794,1375088419,1565191978,1745985705,2017136755,2276227453,2700659654,3277519158,3079622733,3161792380,3315381989,3567910620,3760121677,4047927987,3939218658,3876669760,3982365718,4224086121,4299530953,4036627104
Mauritius,,,,,,,,,,,,,,,,,440469954.4,543792472,677234598.3,815459488.6,853948960.9,814300900.8,763485858.8,758059831.5,713100439.8,719961146.2,891106754.6,1140687363,1307143336,1395428137,1683116359,1768526594,1962463337,2006414806,2218494733,2532044414,2726592564,2571507639,2556231487,2699657902,2792848108,2728901292,2923874211,3510015716,4159605622,4412802436,4691734919,5413668778,7218973177,6686743972,7321760372,8452846884,8663868402,9006344182,9546948588,8734592817,8998088171,9922622553,10741296824,10657161610,8040702876
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,1187116164,1253756697,1334770678,1600352803,1676140076,1779040899,1881941722,2032209591,2098196786,2196197570,2317718542,2591816008,3054688608,4218884296,5307631590,5448867422,5789660057,6830536708,8455958549,10238530433,12378152419,13278069528,14227113128,15705854478,16894521249,16223519936,14139226776,15503651373,17352986101,19425206734,22805649007,25640456794,29743982409,32300221437,35851242189,42509170654,46424199062,45348498829,29993375459,32909473684,41037105263,42794210526,45390789474,49124736842,54887105263,63422671701,72129109645,87391784966,1.03188E+11,98785075897,1.22705E+11,1.42922E+11,1.56125E+11,1.67492E+11,1.77208E+11,1.62617E+11,1.65051E+11,1.76762E+11,2.06026E+11,2.18158E+11,2.04951E+11
North America,,,,,,,,,,,6.96498E+11,7.56007E+11,8.32156E+11,9.21975E+11,1.01643E+12,1.12642E+12,1.26011E+12,1.39014E+12,1.54325E+12,1.717E+12,1.89852E+12,2.09658E+12,2.24064E+12,2.46767E+12,2.6848E+12,2.91184E+12,3.09741E+12,3.31542E+12,3.60849E+12,3.88902E+12,4.14303E+12,4.29553E+12,4.54182E+12,4.78717E+12,5.05057E+12,5.30238E+12,5.602E+12,5.911E+12,6.24093E+12,6.66724E+12,7.17537E+12,7.48306E+12,7.7772E+12,8.24168E+12,8.79624E+12,9.4088E+12,9.998E+12,1.05534E+13,1.0899E+13,1.06857E+13,1.11853E+13,1.17045E+13,1.20747E+13,1.24E+13,1.28584E+13,1.31665E+13,1.35903E+13,1.41988E+13,1.49147E+13,1.54382E+13,1.49947E+13
Namibia,,,,,,,,,,,,,,,,,,,,,1200576662,1671659311,1590903183,1656659834,1413725234,902329204.4,1077016471,1613852610,1527689291,1569591936,1486292501,1925107037,2011506189,1951653394,2077958171,2301221973,2336559549,2559917196,2348965553,2326067865,2374946207,2294076231,2067856087,3243199601,4011980047,4192239906,4483530014,4985448733,5341662361,6229728299,6985915024,8110558576,8921066386,7874525806,7777402148,7788644459,8033967655,9104922374,9541147640,8787579853,7373948397
New Caledonia,,,,,,,,,,,,,,,,,,,,,,577870915.3,551510590.1,495045943.1,456256095.6,468270817.9,705125690,,,,1955156740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,384647341.9,415052190.3,453168936.9,475726112.2,504999626.6,606565931.6,622966911.2,594031582.4,565207818.4,576777422.4,577127810.8,604877705.4,638078202.9,801215097.5,959223901.3,908377491.5,903624357.3,977604023.9,1254478571,1499399227,1882637610,1754477247,1679150500,1484067699,1325171294,1275761879,1480910158,1819988003,1612935606,1685108002,2573137429,2450164995,2599910183,2328788622,1449844617,1713272479,1719323423,1647331845,1916665245,1849738194,1618078845,1791494834,2051202449,2527481637,2875971291,3173954919,3428198213,4197931687,5091097318,5347752673,5610148496,6287373554,6454548873,6884251734,7039262363,6463253193,7048636938,7834741744,8881763883,8816285835,
Nigeria,,,,,,,,,,,,,,,,,,,,,,16174657286,17634994944,20533264455,26190020892,35300368165,22885741847,22218545499,24529024489,13146862790,18679292875,19107645867,21245260416,13029483088,17629756400,23269777464,28945449935,29827358922,33308366238,30911744984,28276814658,44612231932,61650461332,68710672111,81126009604,1.06134E+11,1.19334E+11,1.82385E+11,2.02662E+11,1.98766E+11,2.4275E+11,2.67409E+11,2.66902E+11,3.70786E+11,3.92228E+11,3.82505E+11,3.29933E+11,3.01074E+11,3.04232E+11,3.34272E+11,3.01024E+11
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3329492485,3460588725,3604565667,3725607318,3901980854,4056030889,4343119425,4573678216,4641942856,4745527470,5079917947,5534303580,5502626532,6055722687,6832680326,6749526783,7050017793,7546946839,7968377734,8334816445,8734884760,8993168677,9351839558,9564206064,9189717683,8976381043,8798268015
Netherlands,,,,,,,,,,18212175744,20362780788,23210535088,28048932299,36753070314,43004756947,51563957825,56660584264,67298739337,83106740680,95145176316,1.02477E+11,84154028968,81365615251,79211216894,72821483516,73327261146,1.01597E+11,1.24858E+11,1.31025E+11,1.28116E+11,1.5738E+11,1.63072E+11,1.80018E+11,1.75581E+11,1.87338E+11,2.22634E+11,2.25336E+11,2.07518E+11,2.19442E+11,2.2694E+11,2.09596E+11,2.14447E+11,2.35943E+11,2.89181E+11,3.24849E+11,3.34385E+11,3.46116E+11,3.92579E+11,4.32742E+11,3.96682E+11,3.84757E+11,4.12618E+11,3.81819E+11,3.98908E+11,4.03651E+11,3.44716E+11,3.49589E+11,3.68787E+11,4.0317E+11,3.95787E+11,3.82893E+11
Norway,,,,,,,,,,,6664660012,7573803484,8910020947,11323493704,13312634258,16505194283,18187666086,21531323377,23248383343,26422858948,30284256560,29534802683,29558878215,28891782249,28263431967,30997417764,40506173340,47813729128,51226944913,50403070461,58555681582,59829088834,65329310484,59969129276,62933291771,74332617755,78605538156,75683829559,74808683782,76551697610,72713535868,74242579268,87429920589,1.04624E+11,1.17254E+11,1.29548E+11,1.39082E+11,1.62289E+11,1.7745E+11,1.63153E+11,1.79864E+11,2.00761E+11,2.02253E+11,2.10109E+11,2.04454E+11,1.67937E+11,1.68026E+11,1.77915E+11,1.8775E+11,1.79908E+11,1.58923E+11
Nepal,,,,,,,,,,,,,,,,1298212248,1174328453,1095040000,1269948425,1478416700,1599583250,1867583325,1953572428,1990359204,2087770175,2005061474,2260297029,2331129345,2778346860,2809123758,3059676376,3234676433,2764291759,2901370833,3335485714,3305130548,3453136500,3793862879,3735141243,3899102281,4168915593,4819496599,4968489302,5239972054,5790540770,6467224509,7446047090,8362130958,10071426372,10256635127,12571048438,18268080076,18009884528,18679793582,18784064924,20356546454,21686935330,22741743362,25544499199,26179605391,28489794096
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,4148838616,4900173110,5828877005,7666620287,8629343629,8083352157,8030007794,9119186334,10894648829,12172693579,13853503185,14052118891,14042243263,13797975815,12347298559,14398465473,17342099704,23213246673,26218357488,25770255075,27396760892,25689286518,24696405785,26781704552,31857866781,36863044633,41130845012,38879783143,33907047739,34663968032,30469854652,30449941403,38282320469,50566141444,59600672269,66630993452,64988003372,77751892408,76865818514,70594665501,84727722912,98128417085,1.03614E+11,1.09791E+11,1.15617E+11,1.02133E+11,1.09581E+11,1.18983E+11,1.22791E+11,1.22463E+11,
OECD members,,,,,,,,,,,1.38978E+12,1.54157E+12,1.78419E+12,2.13258E+12,2.40307E+12,2.75005E+12,2.97263E+12,3.34703E+12,3.9834E+12,4.61667E+12,5.17914E+12,5.25911E+12,5.25349E+12,5.46369E+12,5.65052E+12,5.97649E+12,7.19826E+12,8.3353E+12,9.32507E+12,9.76087E+12,1.10059E+13,1.16525E+13,1.2628E+13,1.28909E+13,1.37709E+13,1.50099E+13,1.52258E+13,1.50638E+13,1.53139E+13,1.61925E+13,1.66323E+13,1.66596E+13,1.74236E+13,1.94281E+13,2.14607E+13,2.27058E+13,2.38416E+13,2.5949E+13,2.76271E+13,2.62229E+13,2.73977E+13,2.94079E+13,2.94511E+13,2.98006E+13,3.03174E+13,2.86275E+13,2.92135E+13,3.03646E+13,3.20347E+13,3.22839E+13,3.07732E+13
Oman,,,,,,,,56890361.78,51355891.53,54955603.55,49676025.92,51491819.06,91453882.23,115768463.1,143601621.3,333236826.9,525767226.4,712796757.4,900115807.8,975680081.1,1656919514,1873480602,2410248987,2488419224,2717139838,3258830342,2670157068,2417685306,3068140442,3341482445,5343620546,5844918336,6235010923,6506729259,6604645774,7102621326,7422074122,7550065020,6616726832,6790810164,6898546115,7248614745,7283453417,8132945219,9204672691,9500515870,11057205577,12888186217,17090941135,17636828265,19077784144,20835986074,22534368984,23282338791,25051542158,26434009386,27096989411,29484065368,29685545246,31038966933,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31960160478,37499051577,39084774481,38782784003,40080318981,40869731653,40779218128,40671144306,44331931015,55093944396,68057939443,75640589032,84682408273,1.02369E+11,1.16668E+11,1.11477E+11,1.18613E+11,1.3177E+11,1.34279E+11,1.43512E+11,1.50043E+11,1.45054E+11,1.52103E+11,1.6557E+11,1.77183E+11,1.7628E+11,
Pakistan,3083578328,3454640907,3537169257,3654346913,3926921462,4524569509,4712725745,5698026039,6229315414,6774674507,7700335993,8196136077,7118305493,4800718812,7191010101,9195656566,10426666667,11955858586,14467575758,16385959596,19632424242,22639898990,24991279621,22987559055,24988646483,25418601583,24335523869,24216370521,27716604956,28353277632,28561445333,31178942474,34299307924,37496485835,37285827785,43914891543,46149076856,46747303603,44819775774,47663602677,61890060401,60575592580,60553913608,68373228615,80672885183,94063809858,1.06579E+11,1.18709E+11,1.3925E+11,1.33197E+11,1.41229E+11,1.73326E+11,1.84999E+11,1.86868E+11,1.97976E+11,2.15813E+11,2.22981E+11,2.49481E+11,2.58082E+11,2.30514E+11,2.07053E+11
Panama,373855500,397476900,417620200,471310600,518805700,561354600,570180700,619994500,637895700,710975300,756198400,813507100,855359700,940287800,1168198200,1291604200,1334901200,1522415000,1754394900,2075419500,2432609600,2933781100,2848602500,3380924500,4062304900,4290901800,4202102100,4100262900,3807763100,4519368200,4266764000,4846240100,5250353300,5687328800,5813926000,5741613400,5879336800,6242212600,7313611100,7705968400,7504876900,7841737300,8496709400,8638885800,9787705300,10353312100,11147071000,12382014200,14117280500,15177874800,16888300000,19259700000,21481000000,24048000000,27033400000,27943200000,30180200000,31517900000,33234800000,34357700000,
Peru,1347408923,1535094247,1770228201,2041429833,2374759219,2951492587,3414179104,3592715137,3612403260,4033591889,5093023414,5700258556,6467700337,7366925222,9457364341,12170370220,11498226950,10466586821,8367882434,9486642703,9691934926,12550319678,12184633028,10377010930,10643207384,9790000000,10140000000,13856666667,10542477531,15326556095,19711957269,26526796118,27804106606,26753889297,32465853214,37910719035,39823167502,40986486486,39606404042,35232382922,36698759277,37453892420,39202319698,41444297540,45402484035,49387266054,53313992549,61462448066,75258894699,77064271961,91075714134,1.03778E+11,1.19911E+11,1.26933E+11,1.29652E+11,1.23976E+11,1.24739E+11,1.35361E+11,1.42014E+11,1.47853E+11,1.31197E+11
Philippines,4691569894,5143087547,3037611040,3324351852,3716894566,4065473146,4474209906,4919846064,5380152672,5829963633,4430150482,4897305534,5309072931,6323579474,8767954743,9306695733,10370011962,12277651699,14252627006,17534970722,20878131906,22981379040,24368149883,21370054082,21693724661,22616499976,21805922779,23450847688,26488407041,29870035470,31552662430,33349006136,39949397354,41391303065,47648880275,54907133746,60854602395,59788467868,52327396383,60382069986,60006538507,57535411316,61632231852,63977827184,69921180455,79441230139,93540678795,1.12706E+11,1.32471E+11,1.28909E+11,1.46259E+11,1.68944E+11,1.90036E+11,2.04441E+11,2.12028E+11,2.2209E+11,2.31175E+11,2.37103E+11,2.51609E+11,2.75859E+11,2.71612E+11
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121146600,127166600,130307600,136962600,131181400,128698900,138413100,155226600,163628600,173371000,185053500,196819500,197653300,197627900,,
Papua New Guinea,,172592024.7,181216025.9,183456026.3,196448028.1,220629409.8,254675775.6,289618210.3,321200694.4,363870310.2,410796393.8,449931921.2,500239281.4,620650333.8,693985933.7,728105642.1,788471241.2,875789739.7,1088729158,1251194437,1566999553,1640713076,1513879485,1653390743,1619741821,1624012796,1722771258,1999118956,2213816169,2284466698,1901045531,2228256303,2222371968,2090760425,2545482687,2023276979,2389061684,2989914929,2228623756,1962891375,1570701787,1470608156,1816755494,1748184709,2020316386,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84366185567,98090204369,98999176654,1.08308E+11,1.06497E+11,1.0994E+11,1.23343E+11,1.32413E+11,1.4163E+11,1.64356E+11,1.93133E+11,2.1406E+11,2.59174E+11,3.30575E+11,2.71188E+11,2.95048E+11,3.24206E+11,3.0625E+11,3.17713E+11,3.25815E+11,2.79903E+11,2.77032E+11,3.08728E+11,3.43266E+11,3.42868E+11,3.38125E+11
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,91424552513,99365864109,1.02271E+11,1.15454E+11,1.32285E+11,1.29801E+11,1.44889E+11,1.50177E+11,1.56417E+11,2.03317E+11,1.02342E+11,1.02235E+11,92459914995,88547827025,1.14457E+11,1.23394E+11,1.29847E+11,1.41612E+11,1.38083E+11,1.44669E+11,1.54956E+11,1.85638E+11,2.11073E+11,2.45418E+11,2.98998E+11,3.46006E+11,4.60688E+11,5.34371E+11,5.62873E+11,6.2933E+11,6.89091E+11,7.39783E+11,8.95069E+11,9.55594E+11,9.3798E+11,8.78968E+11,8.80476E+11,9.05107E+11,9.37819E+11,8.66173E+11
Puerto Rico,1398000000,,,1790000000,2022000000,2220000000,2477000000,2607000000,2866000000,3189000000,3554000000,4271900000,4736800000,5233500000,5777100000,6472800000,7490000000,8238900000,8887200000,9667200000,10755900000,11898200000,12541500000,13299200000,14063300000,15057400000,15786300000,16942500000,18298400000,19114100000,19827200000,20460700000,21520900000,22818500000,24429600000,25923300000,27831000000,30010800000,31980300000,34008000000,36132600000,37590285000,38844900000,40973400000,44255535000,47065146000,50148829000,52086575000,54553800000,55122100000,56783800000,58154800000,60897000000,62477600000,61899400000,61640500000,60979400000,62453800000,63453000000,66956400000,65184800000
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,5330488145,6263957597,7191097109,9758896157,12690686661,14882407843,15209602122,15386479832,15932016423,17933409836,22183247897,22270058632,21215522200,18907325371,17821683101,18409284622,25205101193,30972294009,36114547354,38332565572,50284379131,57817888164,70765751411,64194008228,66351057971,76448322940,79741464778,74742779874,78108410508,80653668229,75010312327,76313622371,84122726332,1.04166E+11,1.20269E+11,1.27048E+11,1.34714E+11,1.55766E+11,1.73685E+11,1.57813E+11,1.56824E+11,1.61289E+11,1.43705E+11,1.48094E+11,1.51844E+11,1.3066E+11,1.34977E+11,1.42598E+11,1.55658E+11,1.52924E+11,1.483E+11
Paraguay,,,,,,350095238.1,369277777.8,389650793.7,415341269.8,442563492.1,460642857.1,528428571.4,592142857.1,734404761.9,1002322829,1122380952,1231523810,1508428571,1787626984,2432547619,3169015873,4000587302,4058963235,4434506106,3394874540,2382838231,2563032873,2778022816,2626190889,2563414241,3655088840,4309821182,4530882705,4742972262,5363428197,5765494005,6440625637,6566344028,5734436615,5576912401,5688777540,5426406963,4173460399,4482117465,5877969691,6529760647,8311808918,11295035172,16301680579,14887583512,17454381564,21365069703,21903815307,24205709848,25820611923,23076297147,22479554149,24526434592,25879366511,24758681929,22515061116
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805300000,3285600000,3389700000,3702600000,3898200000,4032000000,3866800000,3765400000,3397900000,3932100000,4612900000,5276300000,5598200000,6017600000,7376700000,7761200000,9024700000,10202400000,10838500000,11879800000,12476000000,12348300000,13534000000,14301800000,14468100000,15427900000,13875600000
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,,,,,,,,,,,1.34424E+12,1.492E+12,1.72686E+12,2.061E+12,2.31424E+12,2.6519E+12,2.87038E+12,3.24073E+12,3.85815E+12,4.4515E+12,4.97412E+12,5.01267E+12,5.07208E+12,5.30104E+12,5.47537E+12,5.79528E+12,7.0416E+12,8.15404E+12,9.10646E+12,9.50297E+12,1.06724E+13,1.12701E+13,1.21904E+13,1.23564E+13,1.32422E+13,1.45587E+13,1.47097E+13,1.44778E+13,1.46407E+13,1.54774E+13,1.58043E+13,1.58388E+13,1.65543E+13,1.85081E+13,2.04128E+13,2.14854E+13,2.25185E+13,2.442E+13,2.59296E+13,2.48092E+13,2.57388E+13,2.75885E+13,2.76212E+13,2.78418E+13,2.83295E+13,2.68811E+13,2.75227E+13,2.85843E+13,3.02468E+13,3.05129E+13,2.92185E+13
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206043984,2608241648,2471428489,2564560357,2595879643,2616758242,2704120879,2707417582,3566758242,3882142857,5540109890,7112362637,9941483516,13661813187,17768131868,18852472527,20232417582,22500824176,25051923077,28942480055,32544123846,36052148159,39005968022,41068920385,42193867747,43124553049,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25690909091,17613157895,15756250000,16793026316,19094017523,26004918839,27000324359,25905831473,32326385759,25987477989,25635819245,27938646296,31641506580,39605512048,52626650734,70019082267,83891954432,1.17593E+11,1.36925E+11,1.09903E+11,1.06495E+11,1.16397E+11,1.08653E+11,1.16676E+11,1.22272E+11,1.0961E+11,1.1767E+11,1.34075E+11,1.54072E+11,1.5673E+11,1.51971E+11
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02429E+11,2.28676E+11,2.52561E+11,2.43156E+11,1.72431E+11,1.96844E+11,2.00699E+11,2.06031E+11,2.03781E+11,2.21711E+11,1.55714E+11,1.04894E+11,1.19954E+11,1.51419E+11,1.76769E+11,2.18047E+11,2.98094E+11,3.81564E+11,4.82855E+11,6.33975E+11,8.12123E+11,6.6801E+11,7.85148E+11,1.03084E+12,1.1361E+12,1.21881E+12,1.10711E+12,7.18279E+11,6.79861E+11,8.32298E+11,8.34729E+11,8.63407E+11,7.3385E+11
Rwanda,96999946,99599924,106199972,112599962,105999924,120399974,106228554.3,137690020,154300017,172200038,193399992,195371838.4,216166338.4,235575884.8,267373664.9,446913752.4,473857458.3,530150104.6,693948667.9,849226098.1,1045386043,1106006986,1152675668,1241358681,1286054808,1381514560,1550880242,1780269812,1988280827,2045132203,2133587331,1618202384,1675742186,1661905350,1034500804,1254057404,1303631659,1749358544,1845577894,1901195986,1826869238,1680922383,1679563418,1785659949,1941821702,2382994163,2665677984,3159877869,4215449356,4667354002,5030047284,5605926306,6142487544,6127949882,6481834953,6886242817,6731748368,6826566193,7486160621,7800660931,7814642282
